study,entered.by,host.species,host.type,host.therm,parasite.species,parasite.type,parasite.group,parasite.measure,hp_sampled,iduration_bin,iduration_bin_clean,iduration_confidence,sample.size,experimental.design,study.duration,sampling.method,subset.studied,sex,age,condition.measure,cm.speed,condition.quantification,size.measure,external.measure,ott_id,phypc1,phypc2,close,nonclose,vector,intermediate,tmode,effect.direction,yi,yir,rlower,rupper,vi
Budischak et al. 2012 International Journal for Parasitology: Parasites and Wildlife,CAS,Syncerus_caffer,mammal,endotherm,Nematoda: Trichostrongylidae,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,203,observational,cross-sectional,LC,yes,M,NA,body fat score,NA,qualitative,not body size,external,644255,1.476710255,-0.561347541,NA,NA,NA,NA,NA,1,0.057513244,0.057449914,-0.080899951,0.193627874,0.005
Munang'andu et al. 2010 BMC Veterinary Research,CAS,Syncerus_caffer,mammal,endotherm,Sarcoptes scabiei,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,86,observational,cross-sectional,LC,yes,NA,J,"good, fair or poor depending on the degree of emaciation and skin pliability",NA,qualitative,not body size,external,644255,1.476710255,-0.561347541,1,1,0,0,multiple modes,1,0.907644983,0.72,0.599592681,0.808533369,0.012048193
Ezenwa & Jolles 2008 Animal Behaviour,AKD,Syncerus_caffer,mammal,endotherm,Strongyloides spp.,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,226,observational,cross-sectional,LC,yes,F,NA,"score between 1-5, based on visual inspection of 'fatness'",NA,qualitative,not body size,external,644255,1.476710255,-0.561347541,NA,NA,NA,NA,NA,-1,-0.104590738,-0.104211019,-0.231562279,0.026651845,0.004484305
Ezenwa & Jolles 2008 Animal Behaviour,AKD,Syncerus_caffer,mammal,endotherm,Strongyloides spp.,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,167,observational,cross-sectional,LC,yes,M,NA,"score between 1-5, based on visual inspection of 'fatness'",NA,qualitative,not body size,external,644255,1.476710255,-0.561347541,NA,NA,NA,NA,NA,1,0.059956603,0.059884862,-0.092822894,0.209840102,0.006097561
Caron et al. 2003 Ecological Applications,CAS,Syncerus_caffer,mammal,endotherm,"Trichostrongylus spp., Cooperia spp., Haemonchus spp., Ostertagia spp., and Oesophagostumum spp",helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,27,observational,cross-sectional,LC,yes,F,NA,1-5 BCI based on visual assessment of skeletal protrusion; averaged for females >5 yo to give a herd measure,NA,qualitative,not body size,external,644255,1.476710255,-0.561347541,NA,NA,NA,NA,NA,-1,-0.694449378,-0.600832755,-0.798523885,-0.286155108,0.041666667
Tella et al. 1995 Ardea,DJB,Tachymarptis_melba,bird,endotherm,Crataerina melbae,ectoparasite,ectoparasite,binary infection,hp randomly sampled,3,chronic,2,108,observational,cross-sectional,LC,yes,NA,A,residuals of the regression of the body mass on the cube of wing length,rapid,adjusted quantitative,body size,external,795151,NA,NA,NA,NA,NA,NA,NA,-1,-0.12476859,-0.124125164,-0.305923242,0.066406437,0.00952381
Tella et al. 1995 Ardea,DJB,Tachymarptis_melba,bird,endotherm,Crataerina melbae,ectoparasite,ectoparasite,binary infection,hp randomly sampled,3,chronic,2,131,observational,cross-sectional,LC,no,NA,NA,residuals of the regression of the body mass on the cube of wing length,rapid,adjusted quantitative,body size,external,795151,NA,NA,NA,NA,NA,NA,NA,-1,-0.03668734,-0.036670889,-0.206895016,0.13570821,0.0078125
Tella et al. 1995 Ardea,DJB,Tachymarptis_melba,bird,endotherm,Crataerina melbae,ectoparasite,ectoparasite,intensity,hp randomly sampled,3,chronic,2,23,observational,cross-sectional,LC,yes,NA,A,residuals of the regression of the body mass on the cube of wing length,rapid,adjusted quantitative,body size,external,795151,NA,NA,NA,NA,NA,NA,NA,1,0.090244188,0.09,-0.334615819,0.484237827,0.05
Tella et al. 1995 Ardea,DJB,Tachymarptis_melba,bird,endotherm,Crataerina melbae,ectoparasite,ectoparasite,intensity,hp randomly sampled,3,chronic,2,108,observational,cross-sectional,LC,yes,NA,A,residuals of the regression of the body mass on the cube of wing length,rapid,adjusted quantitative,body size,external,795151,NA,NA,NA,NA,NA,NA,NA,-1,-0.070114671,-0.07,-0.255592915,0.120568849,0.00952381
Tella et al. 1995 Ardea,DJB,Tachymarptis_melba,bird,endotherm,Crataerina melbae,ectoparasite,ectoparasite,binary infection,hp randomly sampled,3,chronic,2,23,observational,cross-sectional,LC,yes,NA,A,residuals of the regression of the body mass on the cube of wing length,rapid,adjusted quantitative,body size,external,795151,NA,NA,NA,NA,NA,NA,NA,-1,-0.018765196,-0.018762994,-0.427657603,0.396505817,0.05
Tella et al. 1995 Ardea,DJB,Tachymarptis_melba,bird,endotherm,Crataerina melbae,ectoparasite,ectoparasite,intensity,hp randomly sampled,3,chronic,2,85,observational,cross-sectional,LC,yes,NA,A,residuals of the regression of the body mass on the cube of wing length,rapid,adjusted quantitative,body size,external,795151,NA,NA,NA,NA,NA,NA,NA,1,0.030009005,0.03,-0.184302462,0.241579491,0.012195122
Tella et al. 1995 Ardea,DJB,Tachymarptis_melba,bird,endotherm,Crataerina melbae,ectoparasite,ectoparasite,intensity,hp randomly sampled,3,chronic,2,131,observational,cross-sectional,LC,no,NA,NA,residuals of the regression of the body mass on the cube of wing length,rapid,adjusted quantitative,body size,external,795151,NA,NA,NA,NA,NA,NA,NA,-1,-0.010000333,-0.01,-0.181214665,0.161803028,0.0078125
Tella et al. 1995 Ardea,DJB,Tachymarptis_melba,bird,endotherm,Crataerina melbae,ectoparasite,ectoparasite,intensity,hp randomly sampled,3,chronic,2,97,observational,cross-sectional,LC,no,NA,NA,residuals of the regression of the body mass on the cube of wing length,rapid,adjusted quantitative,body size,external,795151,NA,NA,NA,NA,NA,NA,NA,1,0.030009005,0.03,-0.170465295,0.228080651,0.010638298
Tella et al. 1995 Ardea,DJB,Tachymarptis_melba,bird,endotherm,Crataerina melbae,ectoparasite,ectoparasite,intensity,hp randomly sampled,3,chronic,2,12,observational,cross-sectional,LC,yes,NA,A,residuals of the regression of the body mass on the cube of wing length,rapid,adjusted quantitative,body size,external,795151,NA,NA,NA,NA,NA,NA,NA,1,0.202732554,0.2,-0.422382858,0.694218942,0.111111111
Smallridge & Bull 2000 Parasitology Research,CAS,Tiliqua_rugosa,reptile,ectotherm,Hemolivia mariae,protozoan,microparasite,intensity,hp not randomly sampled,NA,NA,NA,38,observational,cross-sectional,LC,yes,M,NA,residual of the regression of log snout-vent length against log body mass,NA,adjusted quantitative,body size,external,87622,NA,NA,NA,NA,NA,NA,NA,1,0.162413138,0.161,-0.167293803,0.457154082,0.028571429
Smallridge & Bull 2000 Parasitology Research,CAS,Tiliqua_rugosa,reptile,ectotherm,Hemolivia mariae,protozoan,microparasite,binary infection,hp not randomly sampled,NA,NA,NA,268,observational,cross-sectional,LC,yes,M,NA,residual of the regression of log snout-vent length against log body mass,NA,adjusted quantitative,body size,external,87622,NA,NA,NA,NA,NA,NA,NA,-1,-0.162913709,-0.161487557,-0.27596887,-0.042488483,0.003773585
Smallridge & Bull 2000 Parasitology Research,CAS,Tiliqua_rugosa,reptile,ectotherm,Hemolivia mariae,protozoan,microparasite,intensity,hp not randomly sampled,NA,NA,NA,27,observational,cross-sectional,LC,yes,F,NA,residual of the regression of log snout-vent length against log body mass,NA,adjusted quantitative,body size,external,87622,NA,NA,NA,NA,NA,NA,NA,-1,-0.100335348,-0.1,-0.462440578,0.291075231,0.041666667
Fokidis et al. 2008 J. Avian. Biol.,AKD,Toxostoma_curvirostre,bird,endotherm,Haemoproteus,protozoan,microparasite,intensity,hp not randomly sampled,NA,NA,NA,45,observational,cross-sectional,LC,no,NA,NA,residuals of body mass on tarsus length,NA,adjusted quantitative,body size,external,259098,NA,NA,NA,NA,NA,NA,NA,-1,-0.13073985,-0.13,-0.407966164,0.170021845,0.023809524
Hill et al. 2008 Applied and Environmental Mircobiology,CST,Trichosurus_vulpecula,mammal,endotherm,Cryptosporidium spp,protozoan,microparasite,binary infection,hp randomly sampled,4,NA,3,151,observational,cross-sectional,LC,NR,NA,NA,mass/length ratio,rapid,adjusted quantitative,body size,external,836760,0.258217793,0.65927671,NA,NA,NA,NA,NA,-1,-0.339421922,-0.326961213,-0.462533848,-0.176447726,0.006756757
Harper 1999 Animal Behaviour,CAS,Troglodytes_troglodytes,bird,endotherm,"feather mite (Acari, Proctophyllodidae)",ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,30,observational,cross-sectional,LC,yes,M,J,pectoral muscle scores,NA,qualitative,not body size,external,259813,NA,NA,NA,NA,NA,NA,NA,-1,-0.59014516,-0.53,-0.74753322,-0.209788324,0.037037037
Harper 1999 Animal Behaviour,CAS,Troglodytes_troglodytes,bird,endotherm,"feather mite (Acari, Proctophyllodidae)",ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,28,observational,cross-sectional,LC,yes,F,J,pectoral muscle scores,NA,qualitative,not body size,external,259813,NA,NA,NA,NA,NA,NA,NA,-1,-0.201691104,-0.199,-0.532539934,0.188037248,0.04
Galvan et al. 2012 Journal of Avian Biology,CAS,Troglodytes_troglodytes,bird,endotherm,feather mite (Acari: Astigmata),ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,44,observational,cross-sectional,LC,no,NA,NA,body mass; tarsus length as a covariate,NA,adjusted quantitative,body size,external,259813,NA,NA,NA,NA,NA,NA,NA,-1,-0.093269519,-0.093,-0.379405045,0.209669314,0.024390244
Brown et al. 2006 Canadian Journal of Zoology,PB,Tropidonophis_mairii,reptile,ectotherm,Hepatozoon,protozoan,microparasite,intensity,hp not randomly sampled,NA,NA,NA,92,observational,cross-sectional,LC,no,NA,NA,body mass/length,NA,adjusted quantitative,body size,external,4121973,NA,NA,NA,NA,NA,NA,NA,-1,-0.01059978,-0.010599383,-0.214950144,0.194640573,0.011235955
Brown et al. 2006 Canadian Journal of Zoology,PB,Tropidonophis_mairii,reptile,ectotherm,Hepatozoon,protozoan,microparasite,intensity,hp not randomly sampled,NA,NA,NA,92,observational,cross-sectional,LC,no,NA,NA,snout-vent length,NA,raw quantitative,body size,external,4121973,NA,NA,NA,NA,NA,NA,NA,-1,-0.030009005,-0.03,-0.233383375,0.175898214,0.011235955
Mayer et al. 2015 Austral Ecology,PB,Tropidonophis_mairii,reptile,ectotherm,Tanqua anomala,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,93,observational,cross-sectional,FD,no,NA,NA,residuals from ln transformed body mass on ln transformed SVL,NA,adjusted quantitative,body size,external,4121973,NA,NA,NA,NA,NA,NA,NA,1,0.299741293,0.291075842,0.092874523,0.46708832,0.011111111
Galvan et al. 2012 Journal of Avian Biology,CAS,Turdus_merula,bird,endotherm,feather mite (Acari: Astigmata),ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,233,observational,cross-sectional,LC,no,NA,NA,body mass; tarsus length as a covariate,NA,adjusted quantitative,body size,external,568572,NA,NA,NA,NA,NA,NA,NA,-1,-0.218407819,-0.215,-0.334284484,-0.088936019,0.004347826
Norte et al. 2013 Parasitology Research,CAS,Turdus_merula,bird,endotherm,Ticks,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,82,observational,cross-sectional,LC,no,NA,NA,body mass,NA,raw quantitative,body size,external,568572,NA,NA,NA,NA,NA,NA,NA,-1,-0.29252021,-0.284452761,-0.472305295,-0.071882839,0.012658228
Norte et al. 2013 Parasitology Research,CAS,Turdus_merula,bird,endotherm,Ticks,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,81,observational,cross-sectional,LC,no,NA,NA,residuals of a linear regression of weight on tarsus length,NA,adjusted quantitative,body size,external,568572,NA,NA,NA,NA,NA,NA,NA,-1,-0.264482213,-0.258483097,-0.451358021,-0.042534314,0.012820513
Galvan et al. 2012 Journal of Avian Biology,CAS,Turdus_philomelos,bird,endotherm,feather mite (Acari: Astigmata),ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,95,observational,cross-sectional,LC,no,NA,NA,body mass; tarsus length as a covariate,NA,adjusted quantitative,body size,external,1082345,NA,NA,NA,NA,NA,NA,NA,-1,-0.038018307,-0.038,-0.237722378,0.164805189,0.010869565
Norte et al. 2013 Parasitology Research,CAS,Turdus_philomelos,bird,endotherm,Ticks,ectoparasite,ectoparasite,binary infection,hp not randomly sampled,NA,NA,NA,14,observational,cross-sectional,LC,no,NA,NA,residuals of a linear regression of weight on tarsus length,NA,adjusted quantitative,body size,external,1082345,NA,NA,NA,NA,NA,NA,NA,-1,-0.442277795,-0.415530722,-0.775200217,0.147587762,0.090909091
Norte et al. 2013 Parasitology Research,CAS,Turdus_philomelos,bird,endotherm,Ticks,ectoparasite,ectoparasite,binary infection,hp not randomly sampled,NA,NA,NA,14,observational,cross-sectional,LC,no,NA,NA,residuals of a linear regression of weight on tarsus length,NA,adjusted quantitative,body size,external,1082345,NA,NA,NA,NA,NA,NA,NA,-1,-0.552863456,-0.502663235,-0.815694676,0.038069513,0.090909091
Galvan et al. 2012 Journal of Avian Biology,CAS,Turdus_viscivorus,bird,endotherm,feather mite (Acari: Astigmata),ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,16,observational,cross-sectional,LC,no,NA,NA,body mass; tarsus length as a covariate,NA,adjusted quantitative,body size,external,1002259,NA,NA,NA,NA,NA,NA,NA,1,0.284429817,0.277,-0.253515661,0.679414649,0.076923077
Descamps 2013 PLoS One,CST,Uria_lomvia,bird,endotherm,ticks,ectoparasite,ectoparasite,binary infection,hp randomly sampled,1,acute,1,225,observational,longitudinal,LC,no,NA,NA,"mass adjusted for body size, capture date and year",rapid,adjusted quantitative,body size,external,551817,NA,NA,NA,NA,NA,NA,NA,-1,-0.041891556,-0.041867068,-0.171717418,0.089413187,0.004504505
Waterman et al. 2013 Canadian Journal of Zoology,AM,Urocitellus_richardsonii,mammal,endotherm,Citellinema bifurcatum,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,32,observational,cross-sectional,LC,yes,M,NA,body mass regressed on spine length,NA,adjusted quantitative,body size,external,828701,NA,NA,NA,NA,NA,NA,NA,-1,-0.070114671,-0.07,-0.408717751,0.285666688,0.034482759
Waterman et al. 2013 Canadian Journal of Zoology,AM,Urocitellus_richardsonii,mammal,endotherm,Citellinema bifurcatum,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,32,observational,cross-sectional,LC,yes,F,NA,body mass regressed on spine length,NA,adjusted quantitative,body size,external,828701,NA,NA,NA,NA,NA,NA,NA,-1,-0.13073985,-0.13,-0.457935648,0.229078131,0.034482759
Waterman et al. 2013 Canadian Journal of Zoology,AM,Urocitellus_richardsonii,mammal,endotherm,Citellinema bifurcatum,helminth,helminth,intensity,hp not randomly sampled,NA,NA,NA,64,observational,cross-sectional,LC,no,NA,NA,body mass regressed on spine length,NA,adjusted quantitative,body size,external,828701,NA,NA,NA,NA,NA,NA,NA,1,0.123738406,0.123110723,-0.126527505,0.358083761,0.016393443
Waterman et al. 2013 Canadian Journal of Zoology,AM,Urocitellus_richardsonii,mammal,endotherm,Linognathoides laeviusculus,ectoparasite,ectoparasite,intensity,hp randomly sampled,2,acute,2,32,observational,cross-sectional,LC,yes,F,NA,body mass regressed on spine length,rapid,adjusted quantitative,body size,external,828701,NA,NA,NA,NA,NA,NA,NA,1,0.223656109,0.22,-0.139386696,0.528176164,0.034482759
Waterman et al. 2013 Canadian Journal of Zoology,AM,Urocitellus_richardsonii,mammal,endotherm,Linognathoides laeviusculus,ectoparasite,ectoparasite,intensity,hp randomly sampled,2,acute,2,32,observational,cross-sectional,LC,yes,M,NA,body mass regressed on spine length,rapid,adjusted quantitative,body size,external,828701,NA,NA,NA,NA,NA,NA,NA,-1,-0.192337169,-0.19,-0.505222071,0.169953719,0.034482759
Waterman et al. 2013 Canadian Journal of Zoology,AM,Urocitellus_richardsonii,mammal,endotherm,multiple,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,64,observational,cross-sectional,LC,no,NA,NA,body mass regressed on spine length,NA,adjusted quantitative,body size,external,828701,NA,NA,NA,NA,NA,NA,NA,1,0.200277873,0.197642354,-0.050626481,0.422905885,0.016393443
Waterman et al. 2013 Canadian Journal of Zoology,AM,Urocitellus_richardsonii,mammal,endotherm,Oropsylla bruneri and other,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,32,observational,cross-sectional,LC,yes,F,NA,body mass regressed on spine length,NA,adjusted quantitative,body size,external,828701,NA,NA,NA,NA,NA,NA,NA,-1,-0.298566264,-0.29,-0.580039636,0.065296871,0.034482759
Waterman et al. 2013 Canadian Journal of Zoology,AM,Urocitellus_richardsonii,mammal,endotherm,Oropsylla bruneri and other,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,32,observational,cross-sectional,LC,yes,M,NA,body mass regressed on spine length,NA,adjusted quantitative,body size,external,828701,NA,NA,NA,NA,NA,NA,NA,-1,-0.070114671,-0.07,-0.408717751,0.285666688,0.034482759
Garvin et al. 2006 Journal of Parasitology,DJB,Vireo_olivaceus,bird,endotherm,Haemoproteus,protozoan,microparasite,binary infection,hp not randomly sampled,NA,NA,NA,57,observational,cross-sectional,LC,no,NA,NA,body mass,NA,raw quantitative,body size,external,604019,NA,NA,NA,NA,NA,NA,NA,1,0.002966842,0.002966833,-0.257800118,0.263330919,0.018518519
Garvin et al. 2006 Journal of Parasitology,DJB,Vireo_olivaceus,bird,endotherm,Haemoproteus,protozoan,microparasite,binary infection,hp not randomly sampled,NA,NA,NA,57,observational,cross-sectional,LC,no,NA,NA,fat score,NA,qualitative,not body size,external,604019,NA,NA,NA,NA,NA,NA,NA,-1,-0.067599254,-0.067496473,-0.322394057,0.196527592,0.018518519
Costa & Macedo 2005 Animal Behavior,PB,Volatinia_jacarina,bird,endotherm,Coccidian,protozoan,microparasite,intensity,hp not randomly sampled,NA,NA,NA,85,observational,cross-sectional,LC,yes,M,NA,body mass,NA,raw quantitative,body size,external,946790,NA,NA,NA,NA,NA,NA,NA,-1,-0.192337169,-0.19,-0.387435437,0.024099977,0.012195122
Costa & Macedo 2005 Animal Behavior,PB,Volatinia_jacarina,bird,endotherm,Coccidian,protozoan,microparasite,intensity,hp not randomly sampled,NA,NA,NA,85,observational,cross-sectional,LC,yes,M,NA,mass divided by tarsal length,NA,adjusted quantitative,body size,external,946790,NA,NA,NA,NA,NA,NA,NA,-1,-0.223656109,-0.22,-0.413725607,-0.00721417,0.012195122
Costa & Macedo 2005 Animal Behavior,PB,Volatinia_jacarina,bird,endotherm,Coccidian,protozoan,microparasite,intensity,hp not randomly sampled,NA,NA,NA,84,observational,cross-sectional,LC,yes,M,NA,wing lenght,NA,raw quantitative,body size,external,946790,NA,NA,NA,NA,NA,NA,NA,1,0.080171325,0.08,-0.136740504,0.289430975,0.012345679
Magalhaes et al. 2014 Wilson Journal of Ornithology,DJB,Volatinia_jacarina,bird,endotherm,Mallophaga lice,ectoparasite,ectoparasite,intensity,hp not randomly sampled,NA,NA,NA,22,observational,cross-sectional,LC,yes,M,NA,mass/tarsus,NA,adjusted quantitative,body size,external,946790,NA,NA,NA,NA,NA,NA,NA,1,0.010000333,0.01,-0.41335117,0.429796389,0.052631579
